Corpus,Language,Description,LangCd,RegionLangCd,Mode,Designation,Code,wavDir,TextGridDir
latency,Various,,var,var,monomodal,,ltnc,C:\Users\david\OneDrive - University of Texas at Arlington\latency\Data,C:\Users\david\OneDrive - University of Texas at Arlington\latency\TextGrid
